# xyscan Version 4.6.1
# Date: Mon Sep 25 18:06:19 2023
# Scanned by: wenbin
# Source: /home/wenbin/Downloads/image (1).png
# Comment: 
# Format: x, y, dy, +dy
18.385	0.20614	0.0259	0.0259		
34.037	0.20614	0.01406	0.01406		
46.957	0.17802	0.00777	0.00777		
60.124	0.14472	0.00629	0.00629		
72.795	0.11586	0.00518	0.00518		
83.975	0.09884	0.00592	0.00592		
94.41	0.07368	0.00555	0.00555		
106.83	0.09144	0.00666	0.00666		
117.76	0.08478	0.01036	0.01036		
# EoF
