           1         214
 event,miss,iscat,jscat=           1           0          16          13
     2    1.546   -2.227     20.957  0.006     0.01    -0.01     0.12     0.14
    21    3.943   -0.405     10.399  0.000     0.03    -0.01     0.32     0.33
     2   -0.042   -2.282     14.086  0.006     0.02    -0.03     0.31     0.33
 event,miss,iscat,jscat=           2           0          49          46
    21    0.725   -1.031      7.891  0.000     0.02    -0.00     0.16     0.16
    21    0.732   -0.100      6.690  0.000    -0.01    -0.02     0.14     0.14
    21    0.360   -0.805      6.795  0.000     0.04    -0.03     0.37     0.37
    21    1.097   -0.326      7.786  0.000     0.02    -0.03     0.37     0.37
 event,miss,iscat,jscat=           2           0          67          62
    21   -0.615   -1.224     -4.175  0.000    -0.00    -0.01     0.28     0.53
    21    0.457    1.611      7.013  0.000     0.00     0.03     0.06     0.40
    21   -0.662   -1.488     -4.093  0.000    -0.00    -0.02     0.25     0.57
    21    0.504    1.875      6.932  0.000     0.01     0.07     0.22     0.57
 event,miss,iscat,jscat=           2           0          71          56
    21   -0.009   -1.287     -0.539  0.000     0.00     0.00    -0.56     0.56
    21   -0.816   -0.432     -4.340  0.000    -0.02    -0.04    -0.25     0.28
    21   -0.949   -1.545     -1.263  0.000    -0.00    -0.06    -0.58     0.62
    21    0.124   -0.174     -3.617  0.000    -0.09    -0.07    -0.58     0.62
 event,miss,iscat,jscat=           2           0          75          62
    -3   -0.625   -1.595     -4.970  0.199     0.02     0.09     0.36     0.65
    21    0.504    1.875      6.932  0.000     0.01     0.07     0.22     0.57
    -3   -0.716   -2.021     -4.817  0.199     0.02     0.08     0.34     0.68
    21    0.595    2.300      6.779  0.000     0.02     0.10     0.33     0.68
 event,miss,iscat,jscat=           2           0          87          83
    21    0.157   -0.722     -0.429  0.000     0.26    -0.07     0.50     1.05
    21   -0.387    0.343      0.746  0.000     0.13    -0.18     0.29     0.90
    21    0.030   -0.739     -0.457  0.000     0.26    -0.08     0.49     1.06
    21   -0.260    0.360      0.774  0.000     0.06    -0.11     0.43     1.06
 event,miss,iscat,jscat=           2           0          79          76
    21    0.396   -0.031      0.404  0.000     0.24    -0.50    -0.17     0.80
    21    0.715   -1.254      0.143  0.000     0.14    -0.11     0.22     0.66
    21    0.455    0.032      0.234  0.000     0.54    -0.52     0.13     1.22
    21    0.656   -1.318      0.313  0.000     0.42    -0.60     0.27     1.22
 event,miss,iscat,jscat=           2           0          66          50
    21   -1.218   -1.919     -1.486  0.000    -0.06    -0.11    -0.45     0.52
    21   -2.081   -3.322     -4.635  0.000    -0.05    -0.05     0.02     0.16
    21   -1.226   -1.511     -1.263  0.000    -0.47    -0.75    -0.95     1.43
    21   -2.073   -3.730     -4.859  0.000    -0.49    -0.74    -0.95     1.43
 event,miss,iscat,jscat=           2           0         117          56
    21   -0.022   -0.516     -3.833  0.000    -0.00     0.16    -2.13     2.15
    21    0.124   -0.174     -3.617  0.000    -0.09    -0.07    -0.58     0.62
    21   -0.099   -0.065     -1.531  0.000    -0.02    -0.25    -5.23     5.28
    21    0.202   -0.626     -5.918  0.000     0.07    -0.30    -5.23     5.28
 event,miss,iscat,jscat=           2           0         171         170
    21    0.001   -0.398     44.187  0.000     0.10    -0.02    46.05    46.05
    21    0.857   -0.668     68.319  0.000     0.05    -0.00    43.95    43.95
    21    0.697   -1.112    106.508  0.000     0.10    -0.04    48.19    48.19
    21    0.162    0.046      5.998  0.000     0.10    -0.04    48.19    48.19
 event,miss,iscat,jscat=           2           0         167         158
    21   -0.423   -0.042    -17.163  0.000     0.00     0.00   -35.38    35.38
    21   -0.240   -0.153    -55.479  0.000    -0.28     0.10   -18.96    18.97
    21   -0.140   -0.068     -3.081  0.000    -0.42    -0.04   -52.45    52.46
    21   -0.523   -0.128    -69.561  0.000    -0.42     0.01   -52.45    52.46
           3         300
 event,miss,iscat,jscat=           3           0          46           9
    21   -0.161    1.441    -16.256  0.000    -0.00     0.00    -0.05     0.05
    -3    0.083    0.209     -3.054  0.199     0.00     0.00     0.00     0.00
    21   -0.017    1.457    -15.292  0.000    -0.00     0.00    -0.08     0.08
    -3   -0.061    0.194     -4.018  0.199     0.00     0.01    -0.08     0.08
 event,miss,iscat,jscat=           3           0          59          46
    21   -0.184    1.385     -4.929  0.000    -0.00     0.01    -0.11     0.11
    21   -0.017    1.457    -15.292  0.000    -0.00     0.00    -0.08     0.08
    21   -0.840    2.073    -15.322  0.000    -0.00     0.01    -0.12     0.12
    21    0.639    0.769     -4.898  0.000    -0.00     0.01    -0.12     0.12
 event,miss,iscat,jscat=           3           0          46           9
    21    0.639    0.769     -4.898  0.000    -0.00     0.01    -0.12     0.12
    -3   -0.061    0.194     -4.018  0.199     0.00     0.01    -0.08     0.08
    21    0.249    0.415     -6.562  0.000     0.00     0.01    -0.13     0.13
    -3    0.329    0.548     -2.354  0.199     0.00     0.01    -0.13     0.13
 event,miss,iscat,jscat=           3           0          63          17
     4   -5.714   -8.877     47.542  1.350    -0.00     0.00     0.14     0.15
    21   -1.019    0.837    123.670  0.000     0.00     0.00     0.00     0.00
     4   -6.034   -9.385     53.205  1.350    -0.00    -0.00     0.15     0.15
    21   -0.699    1.345    118.007  0.000    -0.00     0.00     0.14     0.15
 event,miss,iscat,jscat=           3           0          64          56
    21   -0.853   -0.954     -0.049  0.000     0.00     0.00    -0.14     0.15
    21   -0.178   -1.752     -6.626  0.000     0.00     0.00    -0.08     0.10
    21   -0.868   -1.146     -0.173  0.000    -0.00    -0.01    -0.14     0.16
    21   -0.163   -1.560     -6.502  0.000    -0.00    -0.01    -0.14     0.16
 event,miss,iscat,jscat=           3           0          97          93
    21   -0.513    0.174      3.528  0.000    -0.02    -0.05     0.55     0.60
    21   -0.139   -0.598      0.348  0.000     0.00     0.00     0.55     0.55
    21   -0.515    0.501      0.876  0.000    -0.02    -0.05     0.57     0.62
    21   -0.138   -0.925      3.001  0.000    -0.01    -0.05     0.58     0.62
 event,miss,iscat,jscat=           3           0          49           9
     2    2.281    2.704    -14.455  0.006     0.00     0.00    -0.06     0.06
    -3    0.329    0.548     -2.354  0.199     0.00     0.01    -0.13     0.13
     2    1.616    2.371    -11.318  0.006     0.13     0.15    -0.86     0.89
    -3    0.994    0.881     -5.491  0.199     0.10     0.18    -0.86     0.89
 event,miss,iscat,jscat=           3           0         111          86
    21   -0.735   -0.213     -1.149  0.000    -0.10     0.20    -0.98     1.03
    21   -1.060    1.596     -4.284  0.000     0.00     0.00    -0.46     0.48
    21   -0.387   -0.282     -1.531  0.000    -0.12     0.19    -1.01     1.07
    21   -1.408    1.664     -3.903  0.000    -0.13     0.20    -1.00     1.07
 event,miss,iscat,jscat=           3           0         113          99
    21   -0.500   -0.047     -0.325  0.000     0.07     0.02    -1.00     1.04
    21   -0.222   -0.742     -1.074  0.000     0.06     0.12    -0.56     0.64
    21   -0.451   -0.617     -0.378  0.000     0.04     0.02    -1.03     1.08
    21   -0.271   -0.172     -1.020  0.000    -0.01    -0.12    -0.91     1.08
 event,miss,iscat,jscat=           3           0         103          34
    21    2.232    3.252     40.702  0.000     0.00     0.00     0.77     0.77
    21    1.948    2.872    113.790  0.000     0.00     0.00     0.01     0.01
    21    3.301    4.830     74.873  0.000     0.02     0.03     1.09     1.09
    21    0.879    1.294     79.619  0.000     0.02     0.03     1.09     1.09
 event,miss,iscat,jscat=           3           0          95          73
    21   -0.616    0.937      1.030  0.000    -0.04    -0.03     0.53     0.59
     4   -0.389    0.643      2.171  1.350    -0.12     0.21     0.12     0.27
    21   -0.079    0.609      0.224  0.000    -0.31     0.38     0.98     1.25
     4   -0.926    0.971      2.977  1.350    -0.26     0.45     0.92     1.25
 event,miss,iscat,jscat=           3           0         116         101
     2    0.746   -1.518    -13.006  0.006    -0.00    -0.00    -1.11     1.12
    21    0.416   -0.559    -11.066  0.000     0.02    -0.00    -0.71     0.72
     2    0.901   -1.927    -18.241  0.006     0.03    -0.05    -1.56     1.56
    21    0.261   -0.150     -5.832  0.000     0.05    -0.04    -1.55     1.56
 event,miss,iscat,jscat=           3           0         116          48
     2    0.901   -1.927    -18.241  0.006     0.03    -0.05    -1.56     1.56
     2    0.885   -1.405    -25.264  0.006     0.00     0.00    -0.05     0.06
     2    1.905   -3.153    -39.194  0.006     0.06    -0.13    -2.29     2.30
     2   -0.119   -0.179     -4.311  0.006     0.08    -0.12    -2.29     2.30
 event,miss,iscat,jscat=           3           0         143         137
    21    0.347    0.196     -6.700  0.000     0.07    -0.32    -2.37     2.40
    21    0.651   -0.588     -5.003  0.000     0.05    -0.09    -2.18     2.20
    21    0.140   -0.118     -7.021  0.000     0.13    -0.29    -3.46     3.49
    21    0.857   -0.275     -4.683  0.000     0.22    -0.24    -3.45     3.49
 event,miss,iscat,jscat=           3           0         161         101
     2    1.020   -0.029    -10.048  0.006     0.06    -0.02    -3.63     3.64
    21    0.261   -0.150     -5.832  0.000     0.05    -0.04    -1.55     1.56
     2    0.812   -0.086     -7.173  0.006     0.13    -0.02    -4.35     4.36
    21    0.469   -0.092     -8.706  0.000     0.17    -0.12    -4.34     4.36
 event,miss,iscat,jscat=           3           0         165         156
    21    0.114    0.204     -0.464  0.000     0.01     0.02    -4.38     4.39
    21   -0.109    0.307     -1.540  0.000     0.22     0.06    -2.94     3.02
    21    0.127    0.177     -0.460  0.000     0.18     0.32    -5.07     5.16
    21   -0.123    0.334     -1.544  0.000     0.07     0.48    -5.03     5.16
 event,miss,iscat,jscat=           3           0         178         171
    21   -0.362    0.080     -1.921  0.000    -0.05     0.01    -6.90     6.90
    21   -0.141    0.155     -2.626  0.000    -0.02    -0.03    -5.42     5.43
    21   -0.332    0.288     -2.742  0.000    -0.11     0.02    -7.21     7.22
    21   -0.172   -0.052     -1.806  0.000    -0.12     0.08    -7.21     7.22
 event,miss,iscat,jscat=           3           0         177         171
    21    0.264    0.452    -10.296  0.000    -0.27     0.06    -6.83     6.84
    21   -0.172   -0.052     -1.806  0.000    -0.12     0.08    -7.21     7.22
    21   -0.111    0.469     -9.897  0.000    -0.23     0.11    -8.06     8.08
    21    0.203   -0.070     -2.205  0.000    -0.20     0.05    -8.06     8.08
 event,miss,iscat,jscat=           3           0         171         169
    21    0.203   -0.070     -2.205  0.000    -0.20     0.05    -8.06     8.08
    21    0.094    0.385     -4.220  0.000    -0.17    -0.17    -5.24     5.26
    21    0.154   -0.013     -0.659  0.000    -0.19     0.05    -8.14     8.16
    21    0.144    0.329     -5.766  0.000    -0.10     0.10    -8.12     8.16
 event,miss,iscat,jscat=           3           0         196          34
    21    0.604    0.648     32.027  0.000     0.03     0.16    13.46    13.46
    21    0.879    1.294     79.619  0.000     0.02     0.03     1.09     1.09
    21    1.297    1.540     84.392  0.000     0.34     0.49    30.13    30.14
    21    0.186    0.401     27.254  0.000     0.34     0.50    30.13    30.14
 event,miss,iscat,jscat=           3           0         238         224
    21   -1.132    4.022    -20.168  0.000     0.31    -0.54   -55.68    55.68
    21    0.287    0.285    -17.072  0.000    -0.15    -0.60   -34.99    35.00
    21   -1.175    4.293    -22.864  0.000     0.22    -0.23   -57.20    57.23
    21    0.331    0.014    -14.376  0.000     0.22    -0.23   -57.21    57.23
 event,miss,iscat,jscat=           3           0         239         226
    21    0.310   -0.586     19.107  0.000    -0.05     0.07    55.70    55.70
     1   -0.349    0.232     25.928  0.010     0.34    -0.14    38.68    38.69
    21    0.097   -0.720     23.102  0.000    -0.00    -0.02    58.71    58.72
     1   -0.136    0.366     21.933  0.010     0.07     0.04    58.71    58.72
           4         341
 event,miss,iscat,jscat=           4           0          24          15
    -1    0.645   -0.424   -122.599  0.010    -0.00    -0.00    -0.01     0.01
    21   -2.193   -1.381   -701.602  0.000     0.00     0.00    -0.00     0.00
    -1    0.692   -0.329   -177.802  0.010    -0.00    -0.00    -0.01     0.01
    21   -2.240   -1.476   -646.399  0.000    -0.00    -0.00    -0.01     0.01
 event,miss,iscat,jscat=           4           0          34          22
     2   -3.691    0.290     37.355  0.006     0.00     0.00     0.02     0.02
     1   -1.445    3.538    131.690  0.010     0.00     0.00     0.01     0.01
     2   -4.932   -0.062     78.559  0.006    -0.00     0.00     0.02     0.02
     1   -0.204    3.890     90.486  0.010    -0.00     0.00     0.02     0.02
 event,miss,iscat,jscat=           4           0          58          38
    21   -1.834    0.769     -7.663  0.000     0.00     0.00    -0.06     0.06
    21   -0.347    0.449    -57.459  0.000     0.00    -0.00    -0.02     0.03
    21   -0.961    0.530     -2.377  0.000    -0.00     0.00    -0.06     0.06
    21   -1.220    0.688    -62.745  0.000    -0.00     0.00    -0.06     0.06
 event,miss,iscat,jscat=           4           0          74          72
    21   -0.405   -2.905      1.140  0.000     0.00     0.00     0.13     0.13
    21    2.551    0.915     13.768  0.000    -0.00    -0.00     0.09     0.10
    21   -0.469   -3.287      1.854  0.000    -0.00    -0.00     0.13     0.13
    21    2.615    1.297     13.053  0.000     0.00     0.00     0.12     0.13
 event,miss,iscat,jscat=           4           0          79          65
    21    4.593    1.579      3.938  0.000    -0.03     0.07     0.05     0.15
    -3   -2.653    1.805      5.602  0.199     0.00     0.00     0.00     0.08
    21    4.583    1.388      3.934  0.000    -0.03     0.07     0.06     0.16
    -3   -2.643    1.997      5.607  0.199    -0.03     0.02     0.07     0.16
 event,miss,iscat,jscat=           4           0          84          38
    21    0.752    5.296    -28.419  0.000    -0.00     0.00    -0.20     0.20
    21   -1.220    0.688    -62.745  0.000    -0.00     0.00    -0.06     0.06
    21    1.101    5.937    -36.813  0.000     0.00     0.00    -0.21     0.21
    21   -1.569    0.047    -54.351  0.000    -0.00     0.00    -0.21     0.21
 event,miss,iscat,jscat=           4           0          83          79
    -1   -0.523    1.155      1.724  0.010     0.00     0.00     0.13     0.20
    21    4.583    1.388      3.934  0.000    -0.03     0.07     0.06     0.16
    -1   -0.168    1.816      1.472  0.010    -0.00     0.01     0.14     0.22
    21    4.228    0.727      4.185  0.000     0.01     0.09     0.09     0.22
 event,miss,iscat,jscat=           4           0          85          35
    21    2.846    2.837     -3.353  0.000     0.00     0.00    -0.20     0.21
    21    1.347   -0.899    -28.849  0.000     0.00     0.00    -0.01     0.02
    21    2.903    3.009     -3.720  0.000     0.00     0.00    -0.21     0.22
    21    1.290   -1.071    -28.482  0.000     0.01    -0.01    -0.20     0.22
 event,miss,iscat,jscat=           4           0          90          73
    -1    2.067   -0.102     -1.693  0.010     0.00     0.00    -0.21     0.22
    21    0.307    1.365     -7.231  0.000    -0.00     0.02    -0.08     0.11
    -1    1.298    0.406     -0.419  0.010     0.00    -0.00    -0.21     0.23
    21    1.076    0.856     -8.505  0.000     0.00     0.04    -0.19     0.23
 event,miss,iscat,jscat=           4           0          85          45
    21    2.903    3.009     -3.720  0.000     0.00     0.00    -0.21     0.22
     2    0.819    1.769    -25.170  0.006    -0.00     0.00    -0.03     0.04
    21    3.120    1.662     -2.669  0.000     0.01     0.01    -0.22     0.23
     2    0.602    3.116    -26.220  0.006     0.01     0.01    -0.22     0.23
 event,miss,iscat,jscat=           4           0          93          81
     1    1.478    2.390      2.165  0.010     0.00     0.00     0.18     0.23
    21    0.582   -0.555      2.640  0.000     0.00     0.00     0.13     0.19
     1    1.343    1.996      1.317  0.010     0.00     0.00     0.18     0.23
    21    0.717   -0.161      3.488  0.000     0.01    -0.01     0.16     0.23
 event,miss,iscat,jscat=           4           0          90          35
    -1    1.298    0.406     -0.419  0.010     0.00    -0.00    -0.21     0.23
    21    1.290   -1.071    -28.482  0.000     0.01    -0.01    -0.20     0.22
    -1    1.210    0.660     -0.465  0.010     0.01     0.00    -0.21     0.23
    21    1.378   -1.325    -28.436  0.000     0.01    -0.01    -0.21     0.23
 event,miss,iscat,jscat=           4           0          92          75
    21   -0.756    0.655      0.274  0.000     0.00     0.00     0.22     0.23
    21   -1.179    1.452      6.553  0.000     0.00     0.00     0.13     0.14
    21   -0.899    0.873      0.545  0.000    -0.02     0.02     0.23     0.25
    21   -1.036    1.234      6.282  0.000    -0.02     0.02     0.23     0.25
 event,miss,iscat,jscat=           4           0          90          73
    -1    1.210    0.660     -0.465  0.010     0.01     0.00    -0.21     0.23
    21    1.076    0.856     -8.505  0.000     0.00     0.04    -0.19     0.23
    -1    1.977    0.230     -1.522  0.010     0.03     0.01    -0.22     0.25
    21    0.310    1.286     -7.449  0.000     0.00     0.04    -0.21     0.25
 event,miss,iscat,jscat=           4           0          95          81
    21   -0.176   -0.419     -1.714  0.000    -0.00    -0.00     0.21     0.25
    21    0.717   -0.161      3.488  0.000     0.01    -0.01     0.16     0.23
    21    0.116   -0.508     -1.730  0.000    -0.00    -0.00     0.19     0.26
    21    0.425   -0.072      3.504  0.000     0.01    -0.01     0.19     0.26
 event,miss,iscat,jscat=           4           0          95          86
    21    0.116   -0.508     -1.730  0.000    -0.00    -0.00     0.19     0.26
    21    0.668   -1.265      3.103  0.000    -0.01    -0.02     0.13     0.21
    21    0.003   -0.067     -1.658  0.000    -0.00    -0.01     0.18     0.27
    21    0.780   -1.706      3.031  0.000     0.01    -0.04     0.18     0.27
 event,miss,iscat,jscat=           4           0          95          87
    21    0.003   -0.067     -1.658  0.000    -0.00    -0.01     0.18     0.27
    21    1.397    0.273      3.171  0.000     0.00     0.00     0.10     0.21
    21    2.798    0.930     -0.006  0.000    -0.00    -0.01     0.17     0.28
    21   -1.397   -0.724      1.519  0.000     0.03     0.01     0.16     0.28
 event,miss,iscat,jscat=           4           0         100          95
    21    0.697   -1.036      0.481  0.000     0.00     0.00     0.18     0.29
    21    2.798    0.930     -0.006  0.000    -0.00    -0.01     0.17     0.28
    21    0.682   -0.982      0.600  0.000     0.00    -0.00     0.18     0.29
    21    2.813    0.876     -0.125  0.000     0.00    -0.01     0.17     0.29
 event,miss,iscat,jscat=           4           0          92          80
    21   -0.899    0.873      0.545  0.000    -0.02     0.02     0.23     0.25
    21   -1.710    1.341      4.467  0.000     0.00     0.00     0.13     0.16
    21   -0.552    0.441      0.089  0.000    -0.04     0.04     0.24     0.29
    21   -2.057    1.773      4.923  0.000    -0.04     0.03     0.24     0.29
 event,miss,iscat,jscat=           4           0          92          83
    21   -0.552    0.441      0.089  0.000    -0.04     0.04     0.24     0.29
    -1   -0.168    1.816      1.472  0.010    -0.00     0.01     0.14     0.22
    21   -0.769    0.648      0.463  0.000    -0.05     0.04     0.24     0.29
    -1    0.049    1.609      1.099  0.010    -0.01     0.07     0.19     0.29
 event,miss,iscat,jscat=           4           0          95          87
    21    2.813    0.876     -0.125  0.000     0.00    -0.01     0.17     0.29
    21   -1.397   -0.724      1.519  0.000     0.03     0.01     0.16     0.28
    21    2.941    0.924      0.281  0.000     0.01    -0.00     0.17     0.30
    21   -1.526   -0.771      1.113  0.000     0.02    -0.00     0.18     0.30
 event,miss,iscat,jscat=           4           0         101          87
    21    1.813    0.811     -0.200  0.000     0.02    -0.12     0.14     0.29
    21   -1.526   -0.771      1.113  0.000     0.02    -0.00     0.18     0.30
    21    1.818   -0.360     -0.495  0.000     0.04    -0.11     0.14     0.31
    21   -1.531    0.399      1.408  0.000     0.01    -0.00     0.18     0.31
 event,miss,iscat,jscat=           4           0         102          35
    21    0.518   -3.384    -10.319  0.000     0.00     0.00    -0.28     0.30
    21    1.378   -1.325    -28.436  0.000     0.01    -0.01    -0.21     0.23
    21    0.688   -3.222     -9.508  0.000     0.00    -0.01    -0.32     0.34
    21    1.209   -1.487    -29.246  0.000     0.01    -0.01    -0.32     0.34
 event,miss,iscat,jscat=           4           0         109          89
    21   -0.129   -0.825      0.474  0.000     0.00     0.00     0.30     0.33
    21   -1.302   -0.446      1.424  0.000     0.00     0.00     0.09     0.22
    21   -0.161   -0.913      0.780  0.000    -0.00    -0.01     0.31     0.34
    21   -1.269   -0.358      1.119  0.000    -0.08    -0.03     0.18     0.34
 event,miss,iscat,jscat=           4           0         105          79
    21    1.380    0.587     -1.606  0.000     0.05     0.00     0.21     0.30
    21    4.228    0.727      4.185  0.000     0.01     0.09     0.09     0.22
    21    1.821    1.218     -1.476  0.000     0.08     0.01     0.18     0.35
    21    3.786    0.096      4.055  0.000     0.10     0.10     0.18     0.35
 event,miss,iscat,jscat=           4           0         109          81
    21   -0.161   -0.913      0.780  0.000    -0.00    -0.01     0.31     0.34
    21    0.425   -0.072      3.504  0.000     0.01    -0.01     0.19     0.26
    21   -0.314   -1.238      2.007  0.000    -0.00    -0.01     0.31     0.35
