       1       0     214    0.0000    0    0    0    0
     3    -1.233     0.130     0.202  0.199    -0.60     0.47    -0.15     1.04  258     0
    21    -0.030    -0.313    -4.183  0.000     0.00     0.00     0.98     1.09  221   187
    21    -2.513     9.756   -16.147  0.000    -0.19     0.51    -0.94     1.10  180   200
    21     0.066     0.523    -0.053  0.000    -0.16     0.57    -0.93     1.16  170   122
    21    17.607    12.824   -22.453  0.000    -0.16     0.54    -1.00     1.18  189   217
    21    -0.886    -0.790     6.423  0.000    -0.06    -0.01     1.74     1.74  253   190
    21    -0.434     0.053    -0.375  0.000    -0.02     0.04    -1.21     1.22  165   262
    21     2.983     0.627    -0.766  0.000     1.09     0.15     0.03     1.23  115   252
    21    -1.190    -1.517    -0.126  0.000    -0.49    -1.13     0.34     1.30  150   231
    21     0.476    -1.060     1.639  0.000    -0.00    -0.17     0.92     1.30  286   209
    21    -0.451     0.083     0.039  0.000    -0.10    -0.13     0.26     1.36  275   258
    21    28.622    21.026   -39.536  0.000     0.73     0.54    -1.04     1.38  128   158
    21     2.630    -1.861   -13.232  0.000     0.34    -0.29    -2.49     2.56  102   259
    21    -0.075     0.228    -0.568  0.000    -0.09    -0.07     0.36     1.40  292   103
    21    -1.781    -0.131    14.972  0.000    -0.07    -0.02     1.73     1.74  121   242
    21    -0.557     0.206     0.732  0.000     0.02    -0.24     1.09     1.51  267   284
    21     0.487    -1.228    -0.146  0.000    -0.26    -1.52     0.08     1.60  302   316
    21   -12.831    -0.019    23.934  0.000    -0.67     0.05     1.46     1.61  287   129
    21     0.706    -0.955     1.002  0.000    -0.07    -0.24     1.40     1.64  300   133
    21    -1.976     2.748    34.368  0.000    -0.01     0.03     1.69     1.70  251   315
    21     1.701     1.611     0.811  0.000    -0.01     0.04     1.70     1.71  113   194
    -1     1.289    -1.010     2.323  0.010     1.06    -0.34     1.11     1.72    0   131
    21    -0.432    -0.057     0.669  0.000    -0.07    -0.26     1.47     1.72  229   135
    21    -3.277    -0.778     3.526  0.000    -0.79     0.07     1.72     1.91  185   140
    21     0.546     0.568    -3.007  0.000     0.15     0.21    -1.83     1.92  208   175
    21     2.772    -1.474    -0.926  0.000     1.38    -1.06    -0.30     1.93  149   261
    21     1.047     1.344     1.859  0.000    -0.03     0.06     1.94     1.95  147   271
    -2    -0.989    -3.390     2.858  0.006    -0.35    -1.32     1.42     2.01    0   326
    21    -0.133     0.456    -1.404  0.000    -0.18    -0.09    -0.14     2.02  311   292
    21     0.324    -0.384     1.222  0.000     0.00     0.00     2.02     2.03  235   146
    21     7.770    10.592   -15.632  0.000     1.08     0.87    -1.60     2.12  288   289
    21    -0.260    -0.588    -0.382  0.000    -0.20    -0.09    -0.24     2.14  282   105
    21    -1.756     0.500     1.819  0.000    -0.95     0.19     1.89     2.18  296   185
    21     1.472     1.850    -2.746  0.000     0.59     1.08    -2.03     2.56  183   189
    21     0.320    -0.211    -0.065  0.000     0.25     0.40    -2.48     2.66  298   149
    21     2.479     0.648    37.635  0.000     0.09     0.03     3.79     3.80  111   317
     2    -1.107    -0.731     0.804  0.006    -0.66    -1.93     1.96     2.91  142     0
    21    -2.956     1.815     1.478  0.000    -1.40     0.53     2.32     2.93  101   297
    21     1.550     1.056    -3.504  0.000     0.00     0.00     1.67     2.96  307   288
    21    -1.905    -0.485     4.409  0.000    -1.41    -0.08     2.64     3.04  242   159
    21     0.342     0.919    -1.181  0.000    -0.40     1.54    -2.62     3.09  274   183
    21     0.587    -0.593    -5.443  0.000     0.48    -0.10    -3.05     3.11  172   178
    21    83.424    58.714  -118.372  0.000     1.85     1.37    -2.62     3.49  106   265
    21    -0.496     0.775     1.186  0.000    -1.94     0.94     2.74     3.77  297   151
    21     0.745     0.200     4.821  0.000     0.32    -0.33     3.85     3.89  164   318
    -1     5.519   -27.846    34.116  0.010     0.36    -2.57     3.24     4.16    0   198
    21     2.815     2.666    -3.973  0.000     2.06     2.00    -3.41     4.48  158   308
    21    10.937     6.535   -15.313  0.000     1.73     1.82    -3.50     4.57  217   106
    21  -104.249    35.574    65.873  0.000    -4.08     1.37     2.47     4.96  171   126
    21     0.000    -0.539     5.209  0.000     0.05    -0.11     5.08     5.10  255   299
    -3     1.487     0.260    -0.412  0.199     0.00     0.00     4.88     5.17    0   116
    21     1.528     1.206    -2.978  0.000     2.34     2.47    -4.12     5.36  289   170
    21    -0.456    -0.165    11.617  0.000     0.12    -0.01     5.87     5.88  291   153
    21     0.036    -0.095     0.090  0.000    -0.44     0.28     6.07     6.11  169   300
    21     0.945     0.124     7.332  0.000     0.29    -0.06     6.16     6.19  317   164
    -1     0.233     0.448    -0.218  0.010     0.20    -0.35     5.80     6.41    0   282
     1     0.293    -0.971     0.185  0.010     0.21    -0.36     5.80     6.43  124     0
    21     0.849    -3.637  -280.502  0.000     0.00    -0.01    -6.56     6.56  125   225
    21    -0.128    -0.310     4.596  0.000     0.08     0.07     6.59     6.60  299   304
    21    -2.601     2.599    -6.150  0.000    -0.04     0.02    -6.96     6.98  127   243
    21     0.446     0.224    -0.875  0.000     3.02     3.23    -5.45     7.05  254   123
    21    -0.265    -2.109  -110.798  0.000     0.06    -0.01    -7.09     7.09  132   328
    21     1.710    -3.259   -68.923  0.000     0.10    -0.45    -7.19     7.20  203   152
    21     0.002    -0.418    -2.434  0.000     0.08    -0.49    -7.65     7.67  276   278
    21     0.016    -0.189    -0.528  0.000    -0.44     0.40    -8.00     8.18  264   145
    21     0.386    -4.084   -42.715  0.000     0.05    -0.62    -8.16     8.19  290   203
    -2     1.835     0.386   -19.814  0.006    -0.01    -0.32    -8.93     8.94    0   311
    21     1.956   -15.696    21.525  0.000     0.88    -5.69     7.21     9.24  157   210
     2     0.266     0.579     0.691  0.006     0.07    -0.46   -10.41    10.54  145     0
    21   -12.749    -0.025    20.788  0.000    -5.18     0.04     9.35    10.70  135   287
    21    -2.920     1.561    23.401  0.000    -0.99     0.34    11.52    11.57  168   212
    21     1.027    -6.415     8.914  0.000     1.17    -8.12    10.36    13.22  120   245
    21    -1.629    -0.717    41.325  0.000    -0.27     0.11    14.68    14.70  153   193
    21     1.010    -1.981   -31.528  0.000     0.15    -0.89   -14.80    14.83  285   177
     3     2.652    -1.363   -16.661  0.199    -0.27     0.11    14.85    15.09  154     0
    21    -0.088     0.133     1.180  0.000     0.23     0.23    15.91    15.92  310   255
    21     0.042     0.124    -0.850  0.000     0.12    -1.34   -16.17    16.24  227   272
    21    -0.813     0.715    29.594  0.000    -0.13     0.28    19.60    19.61  137   237
    21    -1.498    -0.143   -92.922  0.000    -0.02    -0.05   -20.77    20.77  176   327
     1   -20.046    -0.788    48.381  0.010    -8.06    -0.02    19.16    20.79  247     0
    21    -0.609    -0.097   -48.885  0.000     0.23     0.11   -21.83    21.84  240   176
    21     3.803    -2.737    -7.537  0.000     0.62    -0.52   -21.77    21.84  138   174
    21    -0.870     1.161    -0.408  0.000     0.43    -0.42   -21.80    21.97  226   216
    21     0.311    -0.750    -6.915  0.000     0.43    -0.43   -21.90    22.09  177   276
    21   -19.641     6.005    11.872  0.000   -18.24     6.12    10.86    22.09  234   171
    21    -0.960     1.016     5.956  0.000     0.47    -0.47   -21.37    22.10  212   124
    21    -1.141    -0.956     2.714  0.000     0.41    -0.52   -21.36    22.11  140   206
    21     0.899     0.225     2.101  0.000     0.46    -0.38   -20.80    22.69  223   110
    21    -1.178     0.340     1.278  0.000     0.05    -0.62   -20.75    22.87  284   296
    21    -0.780     0.311    -1.657  0.000     0.21    -0.40   -22.53    22.88  243   313
    21    -1.088     0.494    -0.009  0.000     0.11    -0.35   -22.63    23.05  270   275
    21     0.881     0.237    -1.252  0.000     1.21    -0.82   -22.78    23.07  308   254
    21     0.668     0.057   -44.239  0.000     0.21    -0.16   -24.29    24.29  256   167
    21   -20.992     5.274    45.243  0.000   -10.33     2.46    23.03    25.37  173   293
     1     2.600   -16.799    21.252  0.010     2.81   -16.04    19.90    25.73  210     0
    21     6.943   -43.215    55.467  0.000     3.08   -21.49    27.31    34.89  245   257
    21    -1.376    -1.571    -3.971  0.000     3.95    -2.54    33.96    35.33  314   264
    21     0.419    -0.050    -0.833  0.000     3.90    -2.70    33.53    35.82  174   102
    21    71.415    52.244  -102.285  0.000    21.48    15.45   -30.62    40.47  265   134
    21     0.526    -0.363    18.684  0.000     0.28    -0.55    42.63    42.64  114   117
    21     1.349    -2.156   -18.482  0.000    -0.24     0.61   -42.90    42.91  178   221
    21    -1.566    -1.022   361.170  0.000    -0.14     0.03    65.46    65.46  119   294
     3     4.324    -1.096   128.766  0.199    -0.07     0.08    48.21    48.21  117     0
    21    45.124    34.189   -64.293  0.000    25.58    19.27   -36.06    48.23  134   232
    21     2.226    -1.892  -271.993  0.000     0.22    -0.45   -52.05    52.06  225   331
    21    -0.515     1.649    96.171  0.000    -0.19     0.68    52.76    52.77  279   139
    -2     0.048     1.353   149.394  0.006    -0.14     0.16    63.06    63.06    0   279
    -2    -0.042    -0.501    51.902  0.006     0.39    -0.82    66.32    66.32    0   253
    21    -1.076    -0.623    61.048  0.000     0.30    -0.46    67.36    67.36  193   273
    21    -0.150     0.727     5.302  0.000     0.30    -0.46    68.81    68.81  191   310
    21     0.071    -0.255   -15.315  0.000     0.00     0.00   -77.87    77.87  328   125
    21    64.434    48.851   -90.031  0.000    45.45    34.17   -63.87    85.52  232   281
    -3     4.127     0.259   119.847  0.199     1.49    -0.35    89.22    89.25    0   218
    21     0.264    -0.569  -162.556  0.000     0.00     0.00  -137.56   137.56  322   323
    21    -0.776     1.062    34.823  0.000    -1.41     1.73   891.13   891.13  139   137
    21    -0.782     0.472     7.743  0.000    -1.71     1.98   899.88   899.90  315   168
    21     0.211    -0.574     1.115  0.000 0.44E+03 0.17E+03 -.70E+05 0.70E+05  301   286
    21     0.865     1.535     8.908  0.000 -.16E+04 0.40E+03 -.94E+06 0.94E+06  318   191
    21    -0.257    -0.032     1.930  0.000 -.16E+04 0.40E+03 -.94E+06 0.94E+06  192   263
       2       0     200    0.0000    0    0    0    0
    -2     0.302     0.976    30.196  0.006     0.00     0.00     0.00     0.00    0   334
     1    -0.308     0.033    10.662  0.010     0.00     0.00     0.00     0.00  221     0
     1     0.539    -0.014   -38.146  0.010     0.00     0.00     0.00     0.00  337     0
     1    -0.624    -0.067    28.333  0.010     0.00     0.00     0.00     0.00  187     0
     3     0.656     0.367   573.980  0.199     0.00     0.00     0.00     0.00  334     0
     1    -0.601     0.527   -80.337  0.010     0.00     0.00     0.00     0.00  168     0
    -2    -0.273     0.173  -199.660  0.006     0.00     0.00     0.00     0.00    0   221
    -1     0.154     0.219    -3.543  0.010     0.00     0.00     0.00     0.00    0   142
  2103     0.009     0.223  -747.789  0.771     0.00     0.00    -0.00     0.00    0   337
    -1    -0.591    -0.002   -14.435  0.010     0.00     0.00     0.00     0.00    0   124
     1     1.570     0.304 -1186.480  0.010     0.00    -0.00    -0.00     0.00  124     0
    21     1.125     0.246  -649.000  0.000     0.00     0.00    -0.00     0.00  249   205
    21    -0.028     1.346  -727.559  0.000     0.00     0.00    -0.00     0.00  275   249
     2    -0.737    -1.061   425.884  0.006     0.00     0.00     0.00     0.00  126     0
    21     0.144     1.526  -484.363  0.000     0.00     0.00    -0.00     0.00  199   275
    21    -0.256     0.512   329.916  0.000     0.00     0.00     0.00     0.00  319   211
    21    -0.254     2.294   423.720  0.000    -0.00     0.00     0.00     0.00  211   290
     2    -1.990     1.674   769.559  0.006     0.00    -0.00     0.00     0.00  150     0
    21     0.788     0.135  -172.415  0.000     0.00    -0.00    -0.00     0.00  177   222
    -3   130.961  -579.043     5.907  0.199     0.00    -0.00     0.00     0.00    0   189
    21   -48.236   306.188   523.625  0.000    -0.00     0.00     0.00     0.00  233   170
     2     0.917    -3.494  -270.863  0.006     0.00     0.00    -0.00     0.00  142     0
    21     1.574     1.289   163.268  0.000     0.00     0.00     0.00     0.00  156   197
    21    -0.459    -0.901   371.247  0.000    -0.00    -0.00     0.00     0.00  291   317
    21     0.918     1.279   223.221  0.000     0.00    -0.00     0.01     0.01  290   156
    21    -2.708    -1.813    69.256  0.000     0.00     0.00     0.01     0.01  163   108
    21    -1.372    -0.413   -89.776  0.000    -0.00     0.00    -0.01     0.01  225   128
    -1    -3.734     0.112   116.870  0.010    -0.00     0.00     0.01     0.01    0   130
    21   -15.121    19.456    11.539  0.000    -0.00    -0.00     0.01     0.02  104   218
    21    -2.664     2.685   -52.251  0.000    -0.00     0.00    -0.02     0.02  263   223
    21     0.520    -0.222    14.411  0.000     0.00    -0.00     0.04     0.04  261   236
    21    -1.601     1.862    37.139  0.000    -0.00     0.00     0.04     0.04  299   114
    -1     0.036    -2.802   -20.150  0.010     0.00    -0.00    -0.05     0.05    0   122
    21    -0.618     1.227   -19.448  0.000     0.00    -0.00    -0.05     0.05  223   101
     2     4.087    -2.772    -9.131  0.006     0.00     0.00    -0.01     0.05  122     0
    21     0.038     0.270   -12.816  0.000     0.00     0.00    -0.06     0.06  327   230
    21   -27.642    17.057    81.601  0.000    -0.02     0.00     0.04     0.06  314   152
     1    -1.596     0.426   -14.459  0.010    -0.00     0.00    -0.06     0.06  180     0
    21    -0.385    -0.219    12.007  0.000    -0.00    -0.00     0.08     0.08  108   323
    21     2.496    -0.317    20.438  0.000     0.00    -0.00     0.08     0.08  213   196
    21    -0.749     1.694   -13.185  0.000    -0.00     0.00    -0.10     0.10  254   191
    21    -0.309     1.230    -7.536  0.000    -0.00     0.01    -0.11     0.11  282   254
    21    -0.270     1.131     1.495  0.000     0.00     0.00     0.10     0.11  181   321
    21    -0.168    -0.866     2.815  0.000    -0.00    -0.00     0.11     0.12  154   123
    21     0.815     0.915    -8.077  0.000    -0.00     0.01    -0.13     0.13  239   272
    21     1.097    -0.326     7.786  0.000     0.02    -0.03     0.37     0.37  212   185
     2    -0.042    -2.282    14.086  0.006     0.02    -0.03     0.31     0.33  257     0
    21     0.997     1.708    -6.203  0.000    -0.00     0.01    -0.15     0.15  164   127
    21     0.360    -0.805     6.795  0.000     0.04    -0.03     0.37     0.37  196   257
    21    -2.073    -3.730    -4.859  0.000    -0.49    -0.74    -0.95     1.43  160   269
    21    -1.861    -0.154     1.401  0.000     0.00     0.00     0.13     0.17  174   229
    -3    -0.822     7.603    89.408  0.199     0.00     0.00     0.18     0.18    0   242
    21    -1.057     1.549    -5.940  0.000     0.01     0.04    -0.17     0.19  284   147
    21     3.610    -1.689   -30.538  0.000     0.00    -0.00    -0.23     0.24  109   316
    21     3.943    -0.405    10.399  0.000     0.03    -0.01     0.32     0.33  165   241
    21     0.202    -0.626    -5.918  0.000     0.07    -0.30    -5.23     5.28  141   111
    21    -3.474     0.607     7.890  0.000    -0.06     0.01     0.28     0.30  312   106
    21    -0.310    -3.565    10.111  0.000     0.00     0.00     0.30     0.31  123   262
    21     4.217    -1.262     0.748  0.000     0.10    -0.03     0.14     0.33  209   260
    21    -0.051     3.073   -16.866  0.000    -0.00     0.01     0.05     0.39  117   282
    21    -1.219     1.572    -3.387  0.000     0.00     0.00    -0.39     0.39  182   139
    21     0.595     2.300     6.779  0.000     0.02     0.10     0.33     0.68  287   273
     2    -1.521     2.691     5.083  0.006    -0.01     0.02     0.39     0.41  152     0
     3     1.890   -13.262  -121.335  0.199     0.00    -0.01    -0.42     0.42  107     0
    -3     0.414    -1.327     5.640  0.199     0.02    -0.04     0.44     0.49    0   180
    21    -1.226    -1.511    -1.263  0.000    -0.47    -0.75    -0.95     1.43  216   308
    21    -0.662    -1.488    -4.093  0.000    -0.00    -0.02     0.25     0.57  171   120
    21    -0.902     2.974     9.551  0.000    -0.01     0.08     0.52     0.55  115   297
    21     1.889     0.140     0.527  0.000    -0.00    -0.01     0.27     0.55  149   217
    21    -0.915    -0.279     1.033  0.000     0.00    -0.18     0.37     0.55  226   174
    21    -0.949    -1.545    -1.263  0.000    -0.00    -0.06    -0.58     0.62  277   119
    21     0.707    -1.817    -0.407  0.000     0.17    -0.34    -0.15     0.59  288   116
    21    -1.129    -0.786    -2.948  0.000    -0.04    -0.02    -0.59     0.60  120   141
    21     0.654    -1.487     0.218  0.000     0.00    -0.21     0.39     0.61  153   238
    -3    -0.716    -2.021    -4.817  0.199     0.02     0.08     0.34     0.68    0   171
    21     0.656    -1.318     0.313  0.000     0.42    -0.60     0.27     1.22  238   103
    21     0.444     0.360     0.876  0.000     0.17     0.09     0.53     0.66  286   303
    21    -0.932    -1.453    -1.174  0.000    -0.21    -0.52     0.01     0.73  308   160
    21     0.455     0.032     0.234  0.000     0.54    -0.52     0.13     1.22  151   259
    21    -0.489     2.629    58.361  0.000    -0.00    -0.00     0.82     0.83  234   237
    21     0.314    -0.354    -0.182  0.000     0.23     0.11     0.43     0.83  116   298
    21     1.045    -0.004     2.084  0.000     0.00    -0.02     0.84     0.88  220   300
    21    -0.260     0.360     0.774  0.000     0.06    -0.11     0.43     1.06  131   314
    21     0.121     0.543     2.709  0.000     0.19     0.24     0.73     0.91  242   287
     3     0.797     0.238     0.400  0.199     0.08     0.23     0.15     0.98  167     0
    21    -0.032    -1.473     0.257  0.000    -0.29    -0.75    -0.06     1.02  304   244
    21     0.030    -0.739    -0.457  0.000     0.26    -0.08     0.49     1.06  119   288
    21    -0.612    -1.085     1.049  0.000    -0.31    -0.80     0.26     1.06  103   161
    21    -1.051     0.252     1.986  0.000    -0.01    -0.02     1.01     1.07  229   312
    21    -0.074    -0.988     0.029  0.000    -0.01    -0.21     0.58     1.07  244   148
    21    -0.569    -0.505     6.183  0.000    -0.06    -0.05     1.11     1.12  118   311
    21     1.924     1.071    -0.702  0.000     0.47     0.20     0.43     1.14  217   296
    21     1.186     3.079    -3.502  0.000     0.10     0.34    -0.02     1.17  121   280
    21    -0.819     0.379    -1.274  0.000    -0.05    -0.24     0.51     1.20  256   194
    21    -1.111     1.341     1.870  0.000    -0.12     0.32     1.14     1.24  214   277
    21    -0.047     0.257    -0.392  0.000    -0.07     0.11    -1.15     1.24  330   182
    21    -1.462     0.378    18.615  0.000    -0.02     0.00     1.24     1.24  114   166
    21     0.490    -0.150     0.673  0.000     0.56     0.24     0.42     1.26  241   151
    21     0.597     0.531    -0.241  0.000     0.35    -0.08     0.40     1.27  296   132
    21    -1.608     3.171     5.139  0.000    -0.41     0.30     1.17     1.29  195   322
    21    -0.039    -0.132    -0.096  0.000     0.44     0.15     1.15     1.38  172   216
    21    -0.556     0.750     1.214  0.000     0.01     0.35     1.02     1.43  143   214
    21     0.123     0.442     1.114  0.000     0.20    -0.04     1.56     1.59  273   115
    21    -0.313    -0.362     0.800  0.000    -0.53     0.00     1.49     1.61  247   255
    21     0.518     1.406     1.684  0.000     0.31     0.48     1.34     1.61  302   146
    21     0.386    -1.193     5.036  0.000    -0.01    -0.12     1.44     1.64  305   279
    21     0.850    -0.049     4.341  0.000     0.13     0.08     1.62     1.64  169   125
    21     0.462     1.024    -2.493  0.000     0.09     0.53    -1.53     1.66  139   164
    -1     0.858    -1.174   -16.070  0.010     0.00    -0.00    -1.71     1.71    0   150
    21    -0.187     0.416    -1.449  0.000     0.04     0.07     1.32     1.90  191   278
    -2    -1.709     1.054     5.298  0.006    -0.24     0.54     1.86     2.01    0   181
    21     0.375    -0.099     0.678  0.000     0.06     0.10     1.26     2.09  300   165
    21     1.618    -0.899   -23.930  0.000     0.00     0.00    -2.11     2.11  227   109
    21     0.018     0.233    -1.205  0.000    -0.04    -0.24     1.48     2.12  127   117
    21    -2.111    -0.366     9.760  0.000    -0.07    -0.01     2.13     2.14  166   133
    21    -0.174     0.321    -1.242  0.000     0.26     0.88    -0.77     2.14  278   284
    21    -0.099    -0.065    -1.531  0.000    -0.02    -0.25    -5.23     5.28  285   293
